,company_name,location,layoff_date,employees_affected,Phone Number,Zip Code,Address,Contact Name,Layoff Type,Union Representation
2386,Washington Manufacturing Company,Wilkes,02/04/2004,70,,30673,,,,
2387,Panasonic,Gwinnett,02/10/2004,42,,30024,,,,
2388,"Lear Siegler Services, Inc",Muscogee,02/11/2004,250,,31905,,,,
2389,Kelloggs Snack Division,Barrow,02/17/2004,244,,30666,,,,
2390,"Shapiro Packing Co., Inc",Richmond,02/26/2004,247,,30903,,,,
2391,Wachovia,Fulton,02/27/2004,180,,30354,,,,
2392,Grady Memorial Hospital,Fulton,03/03/2004,300,,30303,,,,
2393,"Avondale Mills, Inc.",Walton,03/08/2004,158,,30655,,,,
2394,Elberta Crate & Box Company,Cook,03/10/2004,74,,31620,,,,
2395,Citicorp,Dekalb,03/12/2004,101,,30084,,,,
2396,"Cady Industries, Inc.",Atkinson,03/29/2004,150,,31642,,,,
2397,Mci,Fulton,04/05/2004,261,,30005,,,,
2398,Trent Tube,Carroll,04/07/2004,44,,30117,,,,
2399,"Lear Seigler Services, Inc",Liberty,04/15/2004,300,,31313,,,,
2400,Clickdotcare,Richmond,04/21/2004,350,,30907,,,,
2401,"Waycross Molded Products, Inc",Ware,05/03/2004,93,,31501,,,,
2402,The Invironmentalists,Cobb,05/10/2004,71,,30144,,,,
2403,Teleplan International,Gwinnett,05/14/2004,51,,30093,,,,
2404,Crown American Hotels,Fulton,05/14/2004,93,,30303,,,,
2405,Solo Cup Company,Richmond,05/21/2004,54,,30906,,,,
2406,Tyco Healthcare,Cobb,05/26/2004,335,,30062,,,,
2407,"Mount Vernon Mills, Inc",White,05/27/2004,98,,30528,,,,
2408,Air Wisconsin Airlines Corporation,Clayton,06/02/2004,131,,30297,,,,
2409,Dal Global Services,Fulton,06/03/2004,305,,30320,,,,
2410,Citicorp Credit Services,Fulton,06/04/2004,183,,30345,,,,
2411,Minnie G Boswell Memorial Hospital,Greene,06/09/2004,153,,30642,,,,
2412,Galey & Lord Industries,Floyd,06/09/2004,460,,30172,,,,
2413,"Inflation Systems, Inc.",Troup,06/11/2004,88,,30240,,,,
2414,Cinram Distribution Llc,Fulton,06/14/2004,62,,30336,,,,
2415,Marta,Fulton,06/18/2004,304,,30324,,,,
2416,Atlanta Public Schools,Dekalb,06/22/2004,193,,30307,,,,
2417,Bellsouth,Fulton,06/22/2004,114,,30324,,,,
2418,Best Assets-citi West Jv,Fulton,06/23/2004,232,,30354,,,,
2419,Prudential Financial,Fulton,07/02/2004,25,,30346,,,,
2420,Brown & Williamson Tobacco Company,Gwinnett,07/06/2004,69,,30024,,,,
2421,Brown & Williamson Tobacco Company,Bibb,07/06/2004,1410,,31214,,,,
2422,Therrel-kizer Roofing,Cobb,07/13/2004,47,,30080,,,,
2423,Tyco Healthcare/kendall,Cobb,07/26/2004,335,,30062,,,,
2424,Dal Global Services,Fulton,08/02/2004,89,,30354,,,,
2425,Federated Insurance,Dekalb,08/03/2004,58,,30346,,,,
2426,Bassett Furniture Industries,Bibb,08/03/2004,186,,31208,,,,
2427,Ryan International Airlines,Clayton,08/17/2004,121,,30297,,,,
2428,Southern Mills,Coweta,08/18/2004,100,,30263,,,,
2429,Federal-mogul,Troup,08/19/2004,190,,30240,,,,
2430,"Leggett & Platt, Inc.",Upson,09/02/2004,55,,30286,,,,
2431,"Crackin Good Bakers, Inc.",Lowndes,09/02/2004,250,,31601,,,,
2432,"Z-tel Communications, Inc.",Fulton,09/07/2004,52,,30326,,,,
2433,Electronic Data Systems Corporation,Fulton,09/07/2004,57,,30308,,,,
2434,Bellsouth,Fulton,09/08/2004,65,,30309,,,,
2435,Safeguard,Dekalb,09/09/2004,77,,30084,,,,
2436,Acuity Brands/lithonia Lighting,Bleckley,09/10/2004,145,,31014,,,,
2437,At&t Residential,Richmond,09/15/2004,50,,30909,,,,
2438,Don'l,Rabun,09/16/2004,75,,30525,,,,
2439,Kerr-mcgee Pigments,Chatham,09/21/2004,100,,31404,,,,
2440,Intermet Columbus Machining,Muscogee,09/21/2004,87,,31820,,,,
2441,Metlife,Fulton,09/22/2004,220,,30004,,,,
2442,"Rusch, Inc",Gwinnett,10/04/2004,91,,30096,,,,
2443,Wellington Cordage/eatonton,Putnam,10/07/2004,80,,31024,,,,
2444,Wellington Cordage/greensboro,Greene,10/07/2004,105,,30642,,,,
2445,Intertape Polymer Group,Forsyth,10/07/2004,45,,30041,,,,
2446,Glad Manufacturing Company,Bartow,10/07/2004,475,,30120,,,,
2447,"Ero Industries, Inc.",Jeff Davis,10/12/2004,130,,31539,,,,
2448,Johnson & Johnson Consumer Products,Franklin,10/14/2004,276,,30662,,,,
2449,"Inflation Systems,inc",Troup,10/14/2004,308,,30240,,,,
2450,At&t-conyers,Rockdale,10/19/2004,279,,30012,,,,
2451,Edge Flooring,Whitfield,10/20/2004,53,,30721,,,,
2452,Hibino Corporation,Hall,10/25/2004,70,,30504,,,,
2453,At & T,Dekalb,11/15/2004,100,,30329,,,,
2454,Office Depot,Gwinnett,11/16/2004,30,,30093,,,,
2455,Tgi Fridays,Chatham,11/19/2004,30,,31401,,,,
2456,Schnadig Corporation,Habersham,11/22/2004,28,,30531,,,,
2457,Lexington Connector Seals,Troup,11/24/2004,76,,30240,,,,
2458,Ikka Technology,Carroll,11/24/2004,109,,30180,,,,
2459,The Stanley Works,Newton,12/06/2004,79,,30014,,,,
2460,Palmer Johnson,Chatham,12/06/2004,89,,31415,,,,
2461,Peachtree Doors And Windows,Hall,12/09/2004,153,,30501,,,,
2462,"Springs Industries, Inc.",Gilmer,12/14/2004,190,,30540,,,,
2463,"Invista, Inc",Clarke,12/15/2004,33,,30601,,,,
2464,Standard Textiles,Upson,12/15/2004,70,,30286,,,,
2465,"Shaw Industries, Inc",Paulding,12/22/2004,122,,30132,,,,
2466,American Red Cross,Gwinnett,12/22/2004,90,,30071,,,,
2467,Photocircuits Corporation,Fayette,12/29/2004,600,,30269,,,,
2468,Wachovia,Fulton,12/29/2004,118,,30363,,,,
2469,Cingular,Fulton,12/31/2004,57,,30328,,,,
2470,"General Mills Operations, Inc.",Dekalb,01/08/2003,186,,30058,,,,
2471,"Cigna Healthcare Of Georgia, Inc.",Fulton,01/08/2003,120,,30303,,,,
2472,Carlton Company,Dougherty,01/08/2003,37,,31701,,,,
2473,"Belk, Inc",Chatham,01/08/2003,49,,31405,,,,
2474,Pitney Bowes,Chatham,01/08/2003,200,,31405,,,,
2475,"Homestead Homes, Inc.",Crisp,01/08/2003,200,,31015,,,,
2476,"Apex Digital, Inc.",Coweta,01/08/2003,64,,30264,,,,
2477,Levolor-kirch Window Fashions,Clarke,01/14/2003,267,,30601,,,,
2478,"Best Manufacturing Group, Llc",Spalding,01/15/2003,92,,30224,,,,
2479,Kmart Corporation,Spalding,01/17/2003,100,,30223,,,,
2480,Kmart Corporation,Clarke,01/17/2003,100,,30601,,,,
2481,Kmart Corporation,Barrow,01/17/2003,100,,30680,,,,
2482,Kmart Corporation,Gwinnett,01/17/2003,100,,30024,,,,
2483,Kmart Corporation,Gwinnett,01/17/2003,100,,30096,,,,
2484,Kmart Corporation,Gwinnett,01/17/2003,100,,30093,,,,
2485,Kmart Corporation,Forsyth,01/17/2003,100,,30040,,,,
2486,Kmart Corporation,Cobb,01/17/2003,100,,30101,,,,
2487,Kmart Corporation,Coweta,01/17/2003,100,,30263,,,,
2488,Kmart Corporation,Troup,01/17/2003,100,,30241,,,,
2489,Kmart Corporation,Fulton,01/17/2003,100,,30328,,,,
2490,Kmart Corporation,Hall,01/17/2003,200,,30501,,,,
2491,Kmart Corporation,Cherokee,01/17/2003,100,,30189,,,,
2492,Kmart Corporation,Lowndes,01/17/2003,200,,31601,,,,
2493,Kmart Corporation,Chatham,01/17/2003,100,,31404,,,,
2494,Kmart Corporation,Bibb,01/17/2003,200,,31206,,,,
2495,"Evenflo Company, Inc.",Cherokee,01/17/2003,178,,30114,,,,
2496,Macy's - Town Center,Cobb,01/21/2003,319,,30144,,,,
2497,Macy's - Cumberland Mall,Cobb,01/21/2003,166,,30339,,,,
2498,Macy's - Southlake Mall,Clayton,01/21/2003,148,,30260,,,,
2499,Macy's - Perimeter Mall,Fulton,01/21/2003,240,,30136,,,,
2500,Macy's - Peachtree,Fulton,01/21/2003,129,,30303,,,,
2501,Macy's - Lenox,Fulton,01/21/2003,329,,30326,,,,
2502,Macy's - Gwinnett Mall,Gwinnett,01/21/2003,214,,30136,,,,
2503,J. C. Penney,Clayton,01/22/2003,1133,,30297,,,,
2504,At&t,Clarke,01/22/2003,77,,30605,,,,
2505,Teletech,Gwinnett,01/29/2003,602,,30096,,,,
2506,Grainger,Fulton,01/30/2003,84,,30336,,,,
2507,Ge Business Productivity Solutions,Fulton,01/31/2003,73,,30339,,,,
2508,Turbine Engine Components Textron,Thomas,02/03/2003,65,,31792,,,,
2509,"Bassett Furniture Industries, Inc.",Laurens,02/04/2003,301,,31040,,,,
2510,Intermarine Savannah,Chatham,02/04/2003,125,,31401,,,,
2511,Caterpillar,Spalding,02/05/2003,85,,30224,,,,
2512,Asten Johnson,Clayton,02/06/2003,47,,30236,,,,
2513,Sivaco Georgia,Coweta,02/07/2003,109,,30265,,,,
2514,"Cagle's, Inc.",Harris,02/19/2003,622,,31823,,,,
2515,Exel,Henry,02/19/2003,70,,30253,,,,
2516,Ashton Woods Rehabilitation Center,Dekalb,02/19/2003,157,,30319,,,,
2517,Bp Products North America,Fulton,02/19/2003,60,,30004,,,,
2518,"Sca Tissue North America, Llc",Fulton,02/25/2003,58,,30336,,,,
2519,"National Spinning Company, Inc",Walker,02/26/2003,137,,30728,,,,
2520,United Water Services Atlanta,Fulton,03/05/2003,76,,30318,,,,
2521,Sca Tissue North America Llc,Troup,03/11/2003,132,,30240,,,,
2522,Carlson Wagonlit Travel,Fulton,03/11/2003,71,,30326,,,,
2523,Oakwood Homes,Colquitt,03/12/2003,180,,31776,,,,
2524,Roche Diagnostics,Fulton,03/21/2003,106,,30076,,,,
2525,Stewart Apparel,Greene,03/24/2003,50,,30642,,,,
2526,"Wellington Leisure Products, Inc.",Wilkes,03/26/2003,135,,30673,,,,
2527,Electronic Data Systems Corporation,Dekalb,03/26/2003,102,,30032,,,,
2528,"Westpoint Stevens, Inc.",Whitfield,04/01/2003,90,,30722,,,,
2529,Tecumseh Products Company,Coffee,04/08/2003,535,,31535,,,,
2530,Birdseye,Macon,04/14/2003,60,,31015,,,,
2531,Alco Controls,Jeff Davis,04/17/2003,48,,31539,,,,
2532,Dal Global Services,Fulton,04/29/2003,211,,30320,,,,
2533,Saddle Creek Corporation,Bibb,04/30/2003,60,,31217,,,,
2534,Anvil International Inc.,Gwinnett,05/06/2003,50,,30071,,,,
2535,Coats North America,Stephens,05/07/2003,323,,30577,,,,
2536,Valley Fresh,Jackson,05/08/2003,272,,30575,,,,
2537,"Circuit City Stores, Inc.",Douglas,05/27/2003,86,,30122,,,,
2538,Darwood Manufacturing Company,Mitchell,06/03/2003,185,,31779,,,,
2539,Ge Consumer Finance Business Ctr,Fulton,06/05/2003,305,,30346,,,,
2540,Ge Consumer Finance Processing Ctr,Bibb,06/05/2003,109,,31210,,,,
2541,"Dan River, Inc",Peach,06/12/2003,447,,31030,,,,
2542,Augusta Ydc,Richmond,06/12/2003,232,,30906,,,,
2543,Us Bank,Fulton,06/17/2003,126,,30346,,,,
2544,Herman Miller,Cherokee,06/19/2003,496,,30114,,,,
2545,Ge Business Productivity Solutions,Fulton,06/19/2003,62,,30339,,,,
2546,Cross Media Marketing Corporation,Cobb,06/20/2003,300,,30144,,,,
2547,The Boeing Company,Bibb,06/23/2003,59,,31206,,,,
2548,Arris International Inc.,Fulton,07/02/2003,60,,30097,,,,
2549,Clark Atlanta University,Fulton,07/02/2003,60,,30314,,,,
2550,Chevron Products Company,Fulton,07/03/2003,177,,30339,,,,
2551,"Xo Communications, Inc.",Cobb,07/07/2003,57,,30082,,,,
2552,"Imerys Kaolin, Inc.",Twiggs,07/08/2003,55,,31020,,,,
2553,"Brumlow Mills, Inc.",Gordon,07/10/2003,200,,30701,,,,
2554,Penn Companies,Fulton,07/10/2003,123,,30336,,,,
2555,Novartis Ophthalmics,Gwinnett,07/14/2003,172,,30097,,,,
2556,Canada Life,Fulton,07/18/2003,250,,30339,,,,
2557,Weyerhauser,Macon,07/29/2003,58,,31068,,,,
2558,Photocircuits,Fayette,07/29/2003,129,,30269,,,,
2559,Springs Baby Products,Hall,07/30/2003,175,,30504,,,,
2560,Goodyear Tire & Rubber Company,Paulding,08/01/2003,119,,30120,,,,
2561,"Wellington Home Products, Inc.",Greene,08/04/2003,151,,30642,,,,
2562,"Wellington Home Products, Inc.",Morgan,08/04/2003,323,,30650,,,,
2563,"Wellington Home Products, Inc.",Putnam,08/04/2003,79,,31024,,,,
2564,Salant Corporation,Richmond,08/13/2003,50,,30907,,,,
2565,Cingular Wireless,Clayton,08/18/2003,68,,30297,,,,
2566,"Presco Steel,inc",Hall,08/20/2003,87,,30507,,,,
2567,"Sun Air Conditioning, Inc.",Dooly,08/20/2003,95,,31092,,,,
2568,Westvaco Meade,Meriwether,08/21/2003,150,,30222,,,,
2569,"Publix Super Markets,inc",Fulton,08/26/2003,56,,30005,,,,
2570,Unilever Home And Personal Care,Bartow,09/05/2003,200,,30121,,,,
2571,Harriet & Henderson Yarns,Polk,09/05/2003,125,,30125,,,,
2572,American Electric Lighting,Decatur,09/12/2003,150,,31717,,,,
2573,International Agile Manufacturing,Bulloch,09/19/2003,112,,30459,,,,
2574,City Of Atlanta,Fulton,09/22/2003,66,,30308,,,,
2575,Arris International Inc.,Fulton,09/22/2003,38,,30097,,,,
2576,"Redman Homes, Inc.",Stewart,09/24/2003,150,,31825,,,,
2577,Blue Bird North Georgia,Walker,10/03/2003,300,,30728,,,,
2578,Fleming Convenience,Cook,10/07/2003,78,,31620,,,,
2579,Fedx Supply Chain Company,Henry,10/14/2003,28,,30253,,,,
2580,Rusch,Dekalb,10/22/2003,67,,30035,,,,
2581,Revest,Douglas,10/23/2003,92,,30122,,,,
2582,Avery Dennison,Hall,10/24/2003,88,,30542,,,,
2583,Harland Regional Printing Facility,Dekalb,10/27/2003,165,,30035,,,,
2584,Kmart,Fulton,10/27/2003,100,,30324,,,,
2585,Coca-cola North America,Fulton,10/30/2003,53,,30004,,,,
2586,Mt Vernon Mills,Jackson,11/04/2003,52,,30529,,,,
2587,"Siemens Energy & Automation, Inc",Dekalb,11/07/2003,121,,30084,,,,
2588,Lithonia Lighting,Dekalb,11/10/2003,231,,30035,,,,
2589,City Of Atlanta,Fulton,11/19/2003,81,,30335,,,,
2590,Brown & Williamson Tobacco Corp,Bibb,11/20/2003,145,,31217,,,,
2591,Sonoco Products Company,Fulton,11/24/2003,95,,30318,,,,
2592,Griffin L.l.c,Lowndes,11/24/2003,60,,31601,,,,
2593,Toys R Us,Gwinnett,11/25/2003,89,,30043,,,,
2594,Philips Consumer Electronics,Fulton,12/12/2003,86,,30346,,,,
2595,Tyco Plastics And Adhesives,Gwinnett,12/12/2003,88,,30045,,,,
2596,"Quality Fabrication & Supply, Inc.",Dekalb,12/15/2003,23,,30058,,,,
2597,Exide Technologies,Muscogee,01/08/2002,67,,31906,,,,
2598,U.s. Foodservice,Clayton,01/08/2002,117,,30349,,,,
2599,Sitel Corporation,Richmond,01/14/2002,315,,30906,,,,
2600,Lafarge North America,Cobb,01/14/2002,97,,30067,,,,
2601,"Kawneer Company, Inc.",Clayton,01/15/2002,253,,30236,,,,
2602,Tdk Electronics Corporation,Fayette,01/18/2002,100,,30269,,,,
2603,Abm Janitorial Services,Fulton,01/22/2002,30,,30340,,,,
2604,Macy's East,Richmond,01/22/2002,145,,30909,,,,
2605,"Aegis Communications Group, Inc.",Dekalb,01/24/2002,170,,30084,,,,
2606,"Georgia Boot Division, Ej Footwear",Union,01/25/2002,80,,30512,,,,
2607,Maersk Sealand,Dekalb,01/28/2002,22,,30346,,,,
2608,Engelhard Corporation,Wilkinson,01/30/2002,79,,31031,,,,
2609,"Cybershield Of Georgia, Inc.",Cherokee,01/31/2002,75,,30114,,,,
2610,Adm/archer Daniels Midland Company,Chatham,01/31/2002,71,,31402,,,,
2611,"Trax, Inc.",Fulton,02/01/2002,90,,30349,,,,
2612,"Hitachi Telecom, Inc.",Gwinnett,02/01/2002,93,,30092,,,,
2613,"Kmc Telecom Holdings, Inc.",Gwinnett,02/05/2002,250,,30043,,,,
2614,"Tumi, Inc",Toombs,02/05/2002,80,,30474,,,,
2615,Polaroid Corporation,Fulton,02/08/2002,68,,30336,,,,
2616,"Edco Group, Inc",Gwinnett,02/08/2002,103,,30092,,,,
2617,At&t,Fulton,02/11/2002,115,,30309,,,,
2618,Digital Insight Corporation,Gwinnett,02/11/2002,54,,30092,,,,
2619,Darex/w.r. Grace & Con.- Conn.,Fulton,02/12/2002,63,,30303,,,,
2620,Sprint Pcs Customer Solution Center,Cobb,02/18/2002,511,,30339,,,,
2621,"Three Springs, Inc.",Mcintosh,02/20/2002,120,,31305,,,,
2622,Bindley Western Drug Company,Cobb,02/22/2002,130,,30168,,,,
2623,City Of Atlanta,Fulton,02/22/2002,274,,30335,,,,
2624,"Mulox, Inc.",Appling,02/26/2002,90,,31513,,,,
2625,Sapient Corporation,Fulton,02/27/2002,59,,30303,,,,
2626,Pillowtex Corporation,Muscogee,03/01/2002,161,,31902,,,,
2627,"Zhone Technologies, Inc.",Fulton,03/08/2002,37,,30004,,,,
2628,Kmart Store,Liberty,03/12/2002,70,,31313,,,,
2629,Kmart Store,Walker,03/12/2002,70,,30728,,,,
2630,Kmart Store,Glynn,03/12/2002,70,,31525,,,,
2631,Kmart Store,Houston,03/12/2002,80,,31069,,,,
2632,Kmart Store,Rockdale,03/12/2002,90,,30013,,,,
2633,8mart Store,Dekalb,03/12/2002,100,,30035,,,,
2634,Kmart Store,Cobb,03/12/2002,100,,30066,,,,
2635,Kmart Store,Cobb,03/12/2002,70,,30144,,,,
2636,Kmart Store,Gwinnett,03/12/2002,80,,30045,,,,
2637,Kmart Store,Cobb,03/12/2002,100,,30080,,,,
2638,Kmart Store,Henry,03/12/2002,90,,30281,,,,
2639,Kmart Store,Fulton,03/12/2002,60,,30076,,,,
2640,Kmart Store,Fulton,03/12/2002,100,,30311,,,,
2641,Kmart Store,Cobb,03/12/2002,90,,30106,,,,
2642,Adelphia Communication Call Center,Bartow,03/13/2002,51,,30120,,,,
2643,Ofs Fitel,Gwinnett,03/13/2002,300,,30071,,,,
2644,Tyco Healthcare/paragon Trade Brand,Gwinnett,03/18/2002,43,,30092,,,,
2645,Quebecor World Dittler Brothers,Hall,03/19/2002,259,,30566,,,,
2646,"Doerun Sportswear, Inc.",Colquitt,03/22/2002,82,,31744,,,,
2647,"Vitel Technologies, Inc.",Gwinnett,03/25/2002,85,,30071,,,,
2648,Ciena Corporation,Fulton,03/26/2002,48,,30004,,,,
2649,Tsys Services,Fulton,03/27/2002,45,,30336,,,,
2650,Herman Miller,Cherokee,03/29/2002,144,,30114,,,,
2651,Dennys Restaurant,Fulton,03/30/2002,33,,30329,,,,
2652,Dennys Restaurant,Fulton,03/30/2002,30,,30324,,,,
2653,Voicestream Wireless,Fulton,04/02/2002,159,,30303,,,,
2654,Levi Strauss & Company,Fannin,04/08/2002,400,,30513,,,,
2655,Bank Of America Specialty Group,Fulton,04/09/2002,55,,30005,,,,
2656,E Deltacom Company,Gwinnett,04/09/2002,53,,30024,,,,
2657,Osg Tap And Die Corporation,Glynn,04/11/2002,117,,31525,,,,
2658,Linens Of The Week,Floyd,04/12/2002,86,,30161,,,,
2659,Emory Parkway Medical Center,Douglas,04/15/2002,402,,30122,,,,
2660,Robert Bosch Corporation,Douglas,04/15/2002,136,,30122,,,,
2661,Shorewood Packaging Corp Of Ga,Troup,04/18/2002,152,,30240,,,,
2662,"W/s Packaging Group, Inc.",Dekalb,04/18/2002,65,,30084,,,,
2663,Carlson Wagonlit Travel,Fulton,04/24/2002,54,,30326,,,,
2664,Bank Of America - Loan Center,Dekalb,05/01/2002,185,,30084,,,,
2665,"05ac Computers, Inc.",Fulton,05/13/2002,62,,30346,,,,
2666,Encompass,Dodge,05/13/2002,89,,31021,,,,
2667,Rockwell Collins,Clayton,05/17/2002,45,,30349,,,,
2668,Sprint,Cobb,05/21/2002,100,,30339,,,,
2669,"Victor Forstmann, Inc.",Laurens,05/22/2002,120,,31021,,,,
2670,Cintas Corporation,Fulton,05/23/2002,70,,30336,,,,
2671,Adc Telicommunications,Walker,05/28/2002,64,,30707,,,,
2672,Borg-warner,Hall,05/28/2002,116,,30501,,,,
2673,Landamerica Onestop,Fulton,06/03/2002,110,,30005,,,,
2674,"Cox Interactive Media, Inc.",Fulton,06/03/2002,50,,30318,,,,
2675,Supervalu,Fulton,06/03/2002,160,,30336,,,,
2676,Cigna Healthcare,Fulton,06/07/2002,139,,30345,,,,
2677,Perfection-schwank,Burke,06/14/2002,39,,30830,,,,
2678,City Of Atlanta,Fulton,06/14/2002,100,,30335,,,,
2679,Crawford & Company Navigator Dept,Fulton,06/18/2002,84,,30342,,,,
2680,"Act Manufacturing, Inc.",Gwinnett,06/24/2002,91,,30043,,,,
2681,"Worldcom, Inc.",Fulton,07/01/2002,159,,30328,,,,
2682,"Worldcom, Inc.",Fulton,07/01/2002,54,,30022,,,,
2683,"Kmc Telecom Holdings, Inc.",Gwinnett,07/03/2002,110,,30043,,,,
2684,"Arthur Anderson, Llp",Fulton,07/05/2002,50,,30303,,,,
2685,Americal/ped's,Carroll,07/17/2002,80,,30117,,,,
2686,"Eagle Banchares, Inc.",Dekalb,07/17/2002,109,,30084,,,,
2687,At&t,Fulton,07/17/2002,89,,30309,,,,
2688,The Boeing Company,Bibb,07/19/2002,93,,31216,,,,
2689,I. Schneid,Fulton,07/29/2002,20,,30318,,,,
2690,"Usf Red Star, Inc.",Fulton,07/29/2002,81,,30315,,,,
2691,"The Harrison Company, Inc.",Gwinnett,07/30/2002,58,,30024,,,,
2692,Crystal Telecom,Chatham,08/02/2002,25,,31408,,,,
2693,Directorate Of Readiness,Liberty,08/02/2002,138,,31314,,,,
2694,Classic City Mechanical,Fulton,08/05/2002,42,,30312,,,,
2695,Tlt Industrial,Fulton,08/06/2002,175,,30349,,,,
2696,"Elan Operations, Inc.",Hall,08/08/2002,140,,30501,,,,
2697,Wachovia Corporation,Fulton,08/09/2002,71,,30305,,,,
2698,G. E. Capital,Clayton,08/12/2002,25,,30349,,,,
2699,"Marconi Communications, Inc.",Stephens,08/12/2002,162,,30577,,,,
2700,Golden State Foods Baking,Rockdale,08/14/2002,46,,30013,,,,
2701,Federal Mogul Corporation,Hall,08/14/2002,105,,30542,,,,
2702,Caterpillar,Spalding,08/16/2002,200,,30224,,,,
2703,Grumman Olson,Meriwether,08/16/2002,56,,30218,,,,
2704,Georgia Healthcare Linen,Bibb,08/16/2002,51,,31220,,,,
2705,Champion Home Builders Company,Thomas,08/22/2002,134,,31792,,,,
2706,Dorel/cosco,Bartow,08/23/2002,145,,30120,,,,
2707,"Interliant, Inc.",Dekalb,08/26/2002,98,,30346,,,,
2708,Dorel Juvenile Group,Bartow,08/28/2002,105,,30120,,,,
2709,Bellsouth Consumers Services,Clarke,08/28/2002,73,,30601,,,,
2710,"Haverty Furniture Companies, Inc.",Dekalb,09/03/2002,140,,30341,,,,
2711,Aramark Healthcare Services Of Ga,Glynn,09/06/2002,61,,31520,,,,
2712,"Aramark Services, Inc.",Fulton,09/06/2002,68,,30329,,,,
2713,Hubbard Company,Haralson,09/13/2002,99,,30110,,,,
2714,Durango - Georgia Paper Company,Camden,09/13/2002,903,,31558,,,,
2715,Parisian - Saks Incorporated,Chatham,10/01/2002,60,,31419,,,,
2716,Sweetheart Cup Company,Walker,10/01/2002,58,,30728,,,,
2717,Schlumbergersema,Fulton,10/02/2002,54,,30022,,,,
2718,Consolidated Freightways,Clayton,10/03/2002,626,,30294,,,,
2719,Consolidated Freightways,Gwinnett,10/03/2002,54,,30071,,,,
2720,Worley Logistics,Fulton,10/03/2002,55,,30303,,,,
2721,Thermo Environmental Instruments,Cobb,10/03/2002,49,,30083,,,,
2722,Four Seasons Division,Forsyth,10/09/2002,76,,30040,,,,
2723,"Siemens Energy & Automation, Inc",Cherokee,10/10/2002,68,,30114,,,,
2724,Kwikset,Burke,10/10/2002,550,,30830,,,,
2725,"Sears, Roebuck And Company",Fulton,10/10/2002,139,,30345,,,,
2726,Intermarine Savannah,Chatham,10/16/2002,131,,31401,,,,
2727,"Shaw Industries, Inc.",Gilmer,10/16/2002,213,,30540,,,,
2728,Northwest Airlines,Fulton,10/16/2002,1617,,30337,,,,
2729,Supervalu,Fulton,10/17/2002,45,,30336,,,,
2730,Childcraft Education Corporation,Gwinnett,10/18/2002,85,,30096,,,,
2731,Owens Corning Fabricating Solutions,Coffee,10/21/2002,130,,31533,,,,
2732,Schlumbergersema,Fulton,10/21/2002,71,,30022,,,,
2733,Hydro Alumuinum North America,Colquitt,10/24/2002,118,,31768,,,,
2734,"Snapper, Inc.",Henry,10/28/2002,55,,30253,,,,
2735,"After Six, Inc.",Clarke,11/01/2002,87,,30603,,,,
2736,"Dana Undies, Inc.",Miller,11/06/2002,130,,31737,,,,
2737,"Delta Air Lines, Inc.",Fulton,11/07/2002,1025,,30320,,,,
2738,Coloplast Corporation,Cobb,11/07/2002,76,,30062,,,,
2739,City Of Atlanta,Fulton,11/22/2002,375,,30335,,,,
2740,Soft Sheen Carson,Chatham,11/22/2002,40,,31405,,,,
2741,"Lear Siegler Services, Inc",Muscogee,11/25/2002,99,,31905,,,,
2742,Sitel Corporation,Floyd,11/25/2002,98,,30165,,,,
2743,Americal/ped's,Carroll,12/02/2002,81,,30117,,,,
2744,"Respironics Georgia, Inc.",Cobb,12/04/2002,135,,30144,,,,
2745,Jdn Realty Corporation,Fulton,12/04/2002,91,,30305,,,,
2746,Fleetwood Homes,Ben Hill,12/04/2002,147,,31750,,,,
2747,"Beaulieu Of America, Llc",Floyd,12/05/2002,145,,30161,,,,
2748,"Worldcom, Inc.",Fulton,12/09/2002,82,,30328,,,,
2749,Country Homes Bakers,Fulton,12/11/2002,72,,30336,,,,
2750,Georgia Headwear & Apparel,Ware,12/12/2002,40,,31503,,,,
2751,"Managedcomp, Inc.",Fulton,12/16/2002,58,,30328,,,,
2752,"Argenbright Security, Inc.",Fulton,12/18/2002,89,,30344,,,,
2753,Outboard Marine Corporation,Gordon,01/02/2001,592,,30701,,,,
2754,Bellsouth,Fulton,01/04/2001,86,,30375,,,,
2755,Real Estate.com,Fulton,01/08/2001,62,,30326,,,,
2756,Matsushita Battery Industrial Corp,Muscogee,01/10/2001,351,,31907,,,,
2757,Sparta Manufacturing Company,Hancock,01/10/2001,68,,31087,,,,
2758,International Paper Company,Wilkes,01/12/2001,173,,30673,,,,
2759,International Paper Company,Ware,01/12/2001,100,,31502,,,,
2760,Tyco Electronics Corp.,Gwinnett,01/16/2001,95,,30243,,,,
2761,"Montgomery Ward & Co, Inc.",Richmond,01/16/2001,101,,30904,,,,
