,company_name,location,notice_date,layoff_date,employees_affected,Type (Closing/Layoff)
6646,"Best Buy Health, Inc. DBA GreatCall",San Diego County,04/10/2020,04/04/2020,2,Layoff Temporary
6647,"LEGOLAND California LLC, dba LEGOLAND California Resort",San Diego County,03/31/2020,03/27/2020,1810,Closure Temporary
6648,"WeWork Companies, Inc. dba WeWork",San Francisco County,04/08/2020,04/08/2020,74,Layoff Permanent
6649,Residence Inn by Marriott San Mateo,San Mateo County,04/06/2020,03/27/2020,10,Layoff Temporary
6650,Zoox,San Mateo County,04/13/2020,04/13/2020,87,Layoff Permanent
6651,"See's Candies, Inc.",San Mateo County,04/10/2020,04/10/2020,43,Closure Temporary
6652,"Guitar Center, Inc",Ventura County,04/09/2020,04/06/2020,175,Layoff Temporary
6653,Bay Area Sports Catering,Alameda County,04/10/2020,03/17/2020,354,Layoff Temporary
6654,Oakland Athletics,Alameda County,04/10/2020,03/17/2020,12,Layoff Temporary
6655,Performance Contracting Inc.,Alameda County,04/13/2020,03/17/2020,81,Layoff Temporary
6656,thyssenkrupp Supply Chain Services,Alameda County,06/25/2020,03/24/2020,421,Layoff Temporary
6657,Student Transportation of America-Mission School Transportation,Los Angeles County,04/08/2020,03/13/2020,56,Layoff Temporary
6658,Student Transportation of America-Mission School Transportation,Los Angeles County,04/08/2020,03/13/2020,253,Layoff Temporary
6659,Alamo Rent A Car & National Car Rental,San Bernardino County,04/08/2020,04/08/2020,41,Layoff Temporary
6660,"U Gym, LLC",San Diego County,03/24/2020,03/31/2020,31,Layoff Temporary
6661,"U Gym, LLC UFC GYM Club",San Diego County,03/24/2020,03/31/2020,31,Layoff Temporary
6662,Crestline Hotels & Resorts dba Marriott Fisherman's Wharf,San Francisco County,04/03/2020,04/04/2020,130,Layoff Temporary
6663,"U Gym, LLC dba UFC GYM Club",Santa Clara County,03/24/2020,03/31/2020,110,Layoff Temporary
6664,"Carters Retail, Inc.",Alameda County,04/02/2020,04/03/2020,35,Layoff Temporary
6665,Burlington Coat Factory of Texas Inc. dba Burlington #1071,Alameda County,04/08/2020,03/31/2020,48,Closure Temporary
6666,Brilliant General Maintenance,Alameda County,04/09/2020,04/07/2020,110,Layoff Temporary
6667,Bridges Restaurant LP,Contra Costa County,04/01/2020,03/31/2020,65,Layoff Temporary
6668,Fresno Surgical Hospital,Fresno County,04/10/2020,04/10/2020,52,Layoff Temporary
6669,Burlington Coat Factory of Texas Inc. dba Burlington #1077,Los Angeles County,04/08/2020,03/31/2020,58,Closure Temporary
6670,Burlington Coat Factory of Texas Inc. dba Burlington #1083,Los Angeles County,04/08/2020,03/31/2020,70,Closure Temporary
6671,Burlington Coat Factory of Texas Inc. dba Burlington #1096,Los Angeles County,04/08/2020,03/31/2020,57,Closure Temporary
6672,Burlington Coat Factory of Texas Inc. dba Burlington #1106,Los Angeles County,04/08/2020,03/31/2020,49,Closure Temporary
6673,Burlington Coat Factory of Texas Inc. dba Burlington #1029,Los Angeles County,04/08/2020,03/31/2020,72,Closure Temporary
6674,Burlington Coat Factory of Texas Inc. dba Burlington #745,Los Angeles County,04/08/2020,03/31/2020,82,Closure Temporary
6675,Burlington Coat Factory of Texas Inc. dba Burlington #573,Los Angeles County,04/08/2020,03/31/2020,74,Closure Temporary
6676,Burlington Coat Factory of Texas Inc. dba Burlington #1176,Los Angeles County,04/08/2020,03/31/2020,61,Closure Temporary
6677,Burlington Coat Factory of Texas Inc. dba Burlington #1058,Los Angeles County,04/08/2020,03/31/2020,52,Closure Temporary
6678,Burlington Coat Factory of Texas Inc. dba Burlington #1112,Los Angeles County,04/08/2020,03/31/2020,53,Closure Temporary
6679,Bright Horizons Children's Center_Burbank,Los Angeles County,04/09/2020,03/18/2020,49,Layoff Temporary
6680,Bright Horizon Children's Center (dba Launching Pad),Los Angeles County,04/09/2020,04/20/2020,62,Layoff Temporary
6681,"Areas USA, Inc",Los Angeles County,03/24/2020,03/19/2020,512,Layoff Temporary
6682,Old Fisherman's Grotto,Monterey County,04/13/2020,03/17/2020,78,Layoff Temporary
6683,Oakley Inc,Orange County,04/10/2020,04/20/2020,942,Layoff Temporary
6684,Burlington Coat Factory of Texas Inc. dba Burlington #1129,Orange County,04/08/2020,03/31/2020,40,Closure Temporary
6685,Burlington Coat Factory of Texas Inc. dba Burlington #1196,Orange County,04/08/2020,03/31/2020,53,Closure Temporary
6686,Burlington Coat Factory of Texas Inc. dba Burlington #1200,Orange County,04/08/2020,03/31/2020,43,Closure Temporary
6687,Burlington Coat Factory of Texas Inc. dba Burlington #596,Orange County,04/08/2020,03/31/2020,65,Closure Temporary
6688,Burlington Coat Factory of Texas Inc. dba Burlington #1125,Placer County,04/08/2020,03/31/2020,40,Closure Temporary
6689,Desert Hot Springs Spa Hotel,Riverside County,03/24/2020,03/24/2020,1,Closure Temporary
6690,Burlington Coat Factory of Texas Inc. dba Burlington #1109,Riverside County,04/08/2020,03/31/2020,46,Closure Temporary
6691,Burlington Coat Factory of Texas Inc. dba Burlington #1136,Riverside County,04/08/2020,03/31/2020,58,Closure Temporary
6692,Burlington Coat Factory of Texas Inc. dba Burlington #748,Riverside County,04/08/2020,03/31/2020,80,Closure Temporary
6693,Burlington Coat Factory of Texas Inc. dba Burlington #756,Riverside County,04/08/2020,03/31/2020,76,Closure Temporary
6694,"Carters Retail, Inc",Riverside County,04/02/2020,04/03/2020,36,Layoff Temporary
6695,Burlington Coat Factory of Texas Inc. dba Burlington #581,Sacramento County,04/08/2020,03/31/2020,49,Closure Temporary
6696,Heights Christian Schools,San Bernardino County,03/19/2020,03/20/2020,38,Layoff Temporary
6697,"Cal Cartage Warehousing & Transloading, LLC",San Bernardino County,04/10/2020,04/10/2020,84,Layoff Temporary
6698,Burlington Coat Factory of Texas Inc. dba Burlington #1045,San Bernardino County,04/08/2020,03/31/2020,67,Closure Temporary
6699,Burlington Coat Factory of Texas Inc. dba Burlington #1069,San Bernardino County,04/08/2020,03/31/2020,49,Closure Temporary
6700,Burlington Coat Factory of Texas Inc. dba Burlington #1117,San Diego County,04/08/2020,03/31/2020,83,Closure Temporary
6701,Burlington Coat Factory of Texas Inc. dba Burlington #1169,San Diego County,04/08/2020,03/31/2020,76,Closure Temporary
6702,Burlington Coat Factory of Texas Inc. dba Burlington #1174,San Diego County,04/08/2020,03/31/2020,40,Closure Temporary
6703,"Surgery Center of California, LLC",San Diego County,04/08/2020,03/27/2020,17,Layoff Temporary
6704,Phil's BBQ,San Diego County,04/02/2020,03/17/2020,341,Layoff Temporary
6705,Aerospace Jet Products,San Diego County,04/09/2020,04/13/2020,110,Layoff Temporary
6706,Golden Gate National Parks Conservancy,San Francisco County,04/10/2020,04/24/2020,215,Closure Unknown at this time
6707,Tratto Restaurant,San Francisco County,03/31/2020,03/31/2020,80,Layoff Temporary
6708,"Rumble Fitness, LLC",San Francisco County,04/03/2020,04/02/2020,40,Layoff Temporary
6709,Burlington Coat Factory of Texas Inc. dba Burlington #571,San Joaquin County,04/08/2020,03/31/2020,77,Closure Temporary
6710,Doubletree Employer LLC DBA Doubletree Hotels San Francisco-Airport,San Mateo County,04/03/2020,03/20/2020,61,Layoff Temporary
6711,Hoem & Associates Inc.,San Mateo County,04/08/2020,03/17/2020,98,Layoff Temporary
6712,Hilton Hotel Employer LLC DBA Hilton Santa Barbara Resort,Santa Barbara County,04/03/2020,03/20/2020,221,Layoff Temporary
6713,Singularity Education Group/Singularity University,Santa Clara County,04/03/2020,04/15/2020,41,Layoff Permanent
6714,Carter's Retail Inc,Santa Clara County,04/02/2020,04/03/2020,32,Layoff Temporary
6715,Burlington Coat Factory of Texas Inc. dba Burlington #741,Santa Clara County,04/08/2020,03/31/2020,41,Closure Temporary
6716,BRIGHT HORIZONS CHILDRENS CENTERS,Santa Clara County,04/08/2020,03/19/2020,53,Layoff Temporary
6717,G-STAR RAW,Santa Clara County,04/07/2020,04/10/2020,7,Layoff Temporary
6718,BRIGHT HORIZONS CHILDRENS CENTERS,Santa Clara County,04/09/2020,03/19/2020,46,Layoff Temporary
6719,"Harrell Hospitality Group, California, Inc. dba Biltmore Hotel & Suites
Santa Clara",Santa Clara County,04/10/2020,03/26/2020,40,Layoff Temporary
6720,"Harrell Hospitality Group, California, Inc. dba Biltmore Hotel and Suite
Santa Clara",Santa Clara County,04/10/2020,03/26/2020,48,Layoff Permanent
6721,"Back of the House, Inc",Santa Clara County,04/10/2020,03/17/2020,47,Layoff Temporary
6722,"Back of the House, Inc - Geary Mas LLC dba Super Duper",Santa Clara County,04/10/2020,03/17/2020,30,Layoff Temporary
6723,Compagnon Incorporated,Santa Cruz County,04/11/2020,03/16/2020,51,Layoff Temporary
6724,Burlington Coat Factory of Texas Inc. dba Burlington #758,Solano County,04/08/2020,03/31/2020,55,Closure Temporary
6725,BREIT Rex TRS LLC DBA Hampton Inn & Suites Rohnert Park,Sonoma County,04/03/2020,03/17/2020,9,Layoff Temporary
6726,Central Valley Auto Transport,Tulare County,04/10/2020,04/10/2020,74,Layoff Temporary
6727,"Carter's Retail, Inc",Ventura County,04/02/2020,04/02/2020,45,Layoff Temporary
6728,"Artisan Vehicle Systems, Inc.",Ventura County,04/06/2020,03/24/2020,39,Closure Temporary
6729,"Addison Behavioral Resources, Inc.",Ventura County,03/31/2020,03/22/2020,100,Layoff Temporary
6730,Selma Hotel LLC dba: Dream Hollywood Hotel,Los Angeles County,04/06/2020,04/10/2020,67,Closure Unknown at this time
6731,Prospect,Alameda County,03/19/2020,03/18/2020,33,Layoff Temporary
6732,True World Foods San Francisco,Alameda County,04/09/2020,04/10/2020,25,Layoff Temporary
6733,Audi Concord,Contra Costa County,04/09/2020,04/07/2020,41,Layoff Temporary
6734,BMW & MINI Concord,Contra Costa County,04/09/2020,03/18/2020,88,Layoff Temporary
6735,Forever 21,Los Angeles County,03/27/2020,03/29/2020,347,Layoff Temporary
6736,"PT Opco, LLC DBA Pink Taco",Los Angeles County,04/09/2020,03/20/2020,62,Layoff Temporary
6737,Adventist Health Glendale,Los Angeles County,04/09/2020,04/09/2020,1,Layoff Permanent
6738,"Stainless Steel Fabricators, Inc.",Los Angeles County,04/09/2020,04/09/2020,35,Layoff Temporary
6739,"True World Foods Los Angeles, LLC",Los Angeles County,04/09/2020,04/10/2020,30,Layoff Temporary
6740,Forest Lawn Memorial-Park Association and Forest Lawn Mortuary,Los Angeles County,04/09/2020,04/11/2020,87,Layoff Temporary
6741,"Wencor Group, LLC-Fortner Engineering & Manufacturing, Inc.",Los Angeles County,04/10/2020,04/12/2020,6,Layoff Temporary
6742,Simmzy&rsquo;s LLC,Los Angeles County,04/07/2020,04/07/2020,59,Layoff Temporary
6743,BMW San Rafael,Marin County,04/09/2020,03/18/2020,59,Layoff Temporary
6744,"Kirkhill, Inc",Orange County,04/09/2020,04/13/2020,671,Layoff Temporary
6745,Paradise Chevrolet Cadillac,Riverside County,04/08/2020,03/19/2020,76,Layoff Temporary
6746,CarMax Ontario,San Bernardino County,04/08/2020,04/08/2020,294,Layoff Temporary
6747,"Nan McKay & Associates, Inc.",San Diego County,03/25/2020,03/25/2020,2,Layoff Temporary
6748,Acushnet Company,San Diego County,04/09/2020,04/03/2020,172,Layoff Temporary
6749,"SAY San Diego, Inc dba SAY San Diego",San Diego County,04/07/2020,03/27/2020,124,Layoff Temporary
6750,"Nan McKay & Associates, Inc",San Francisco County,03/25/2020,03/25/2020,20,Layoff Temporary
6751,Corodata Corporation,Santa Clara County,04/09/2020,03/25/2020,6,Layoff Temporary
6752,Watsonville Community Hospital,Santa Cruz County,04/09/2020,04/10/2020,6,Layoff Permanent
6753,Capitola Gayle's Inc.,Santa Cruz County,04/06/2020,03/20/2020,137,Layoff Temporary
6754,Redwood Empire Sawmills,Sonoma County,04/08/2020,04/13/2020,191,Layoff Temporary
6755,The Old Globe,San Diego County,04/09/2020,03/27/2020,143,Layoff Temporary
6756,"Highgate Hotels, L.P., dba Stanford Court San Francisco",San Francisco County,03/31/2020,03/30/2020,125,Layoff Temporary
6757,Burlington Coat Factory of Texas Inc. dba Burlington 369,Alameda County,04/08/2020,03/31/2020,32,Closure Temporary
6758,"Mitsubishi Electric US, Inc.",Alameda County,04/08/2020,04/02/2020,52,Layoff Temporary
6759,"Berber Food Manufacturing Inc., dba Mi Rancho",Alameda County,04/09/2020,03/24/2020,56,Layoff Temporary
6760,Lexus of Concord,Contra Costa County,04/10/2020,03/30/2020,113,Layoff Temporary
6761,Burlington Coat Factory of Texas Inc. dba Burlington #563,Imperial County,04/08/2020,03/31/2020,102,Closure Temporary
6762,Burlington Coat Factory of Texas Inc. dba Burlington #544,Kern County,04/08/2020,03/31/2020,83,Closure Temporary
6763,PVH Corp - The Promenade at Downey,Los Angeles County,04/06/2020,04/13/2020,40,Layoff Temporary
6764,Burlington Coat Factory of Texas Inc. dba Burlington #568,Los Angeles County,04/08/2020,03/31/2020,75,Closure Temporary
6765,Burlington Coat Factory of Texas Inc. dba Burlington #959,Los Angeles County,04/08/2020,03/31/2020,70,Closure Temporary
6766,Burlington Coat Factory of Texas Inc. dba Burlington #974,Los Angeles County,04/08/2020,03/31/2020,72,Closure Temporary
6767,Brentwood Country Club,Los Angeles County,04/02/2020,03/15/2020,107,Layoff Temporary
6768,Amada Weld Tech Inc.,Los Angeles County,04/10/2020,04/06/2020,2,Layoff Permanent
6769,Amada Weld Tech Inc.,Los Angeles County,04/09/2020,04/06/2020,111,Layoff Temporary
6770,"Embassy Suites Employer LLC DBA Embassy Suites by Hilton - Napa
Valley",Napa County,04/03/2020,03/17/2020,149,Layoff Temporary
6771,Premier Workspaces,Orange County,03/25/2020,03/26/2020,1,Layoff Temporary
6772,"CMRE Financial Services, Inc.",Orange County,03/27/2020,03/30/2020,76,Layoff Permanent
6773,"Hotcakes, Inc.- IHOP",Riverside County,04/09/2020,03/17/2020,51,Layoff Temporary
6774,Burlington Coat Factory of Texas Inc. dba Burlington #1007,Riverside County,04/08/2020,03/31/2020,64,Closure Temporary
6775,Burlington Coat Factory of Texas Inc. dba Burlington #1022,Riverside County,04/08/2020,03/31/2020,65,Closure Temporary
6776,Burlington Coat Factory of Texas Inc. dba Burlington #370,Sacramento County,04/08/2020,03/31/2020,66,Closure Temporary
6777,Burlington Coat Factory of Texas Inc. dba Burlington #410,Sacramento County,04/08/2020,03/31/2020,17,Closure Temporary
6778,Burlington Coat Factory of Texas Inc. dba Burlington #890,San Diego County,04/08/2020,03/31/2020,57,Closure Temporary
6779,Burlington Coat Factory in Texas Inc. dba Burlington #890,San Diego County,04/08/2020,03/31/2020,57,Closure Temporary
6780,PVH Corp - Las America Premium Outlets,San Diego County,04/06/2020,04/13/2020,172,Layoff Temporary
6781,Hard Rock Hotel San Diego,San Diego County,04/09/2020,04/10/2020,457,Layoff Temporary
6782,"Hotcakes, Inc.-IHOP",San Diego County,04/09/2020,03/16/2020,47,Layoff Temporary
6783,"Hotcakes, Inc.-IHOP",San Diego County,04/09/2020,03/16/2020,51,Layoff Temporary
6784,PVH Corp - Pismo Beach Premium Outlets,San Luis Obispo County,04/06/2020,04/13/2020,51,Layoff Temporary
6785,PVH Corp - Gilroy Premium Outlets,Santa Clara County,04/06/2020,04/13/2020,97,Layoff Temporary
6786,EMBASSY SUITES HOTEL LOS ANGELES/COVINA,Santa Clara County,04/09/2020,03/20/2020,78,Layoff Temporary
6787,Klinger Moving Company,Santa Clara County,04/09/2020,03/19/2020,9,Layoff Temporary
6788,Pacific Hotel Management-Residience Inn by Mariott,Santa Clara County,04/10/2020,04/06/2020,18,Layoff Temporary
6789,Pacific Hotel Management,Santa Clara County,04/10/2020,04/08/2020,112,Layoff Temporary
6790,Dave & Buster's,Santa Clara County,03/24/2020,03/16/2020,195,Layoff Temporary
6791,PVH Corp - Vacaville Premium Outlets,Solano County,04/06/2020,04/13/2020,48,Layoff Temporary
6792,PVH Corp - Petaluma Village Premium Outlets,Sonoma County,04/06/2020,04/13/2020,25,Layoff Temporary
6793,Burlington Coat Factory of Texas Inc. dba Burlington #387,Stanislaus County,04/08/2020,03/31/2020,21,Closure Temporary
6794,Burlington Coat Factory of Texas Inc. dba Burlington #390,Stanislaus County,04/08/2020,03/31/2020,79,Closure Temporary
6795,Burlington Coat Factory of Texas Inc. dba Burlington #873,Tulare County,04/08/2020,03/31/2020,64,Closure Temporary
6796,PVH Corp - Tulare Outlet Center,Tulare County,04/06/2020,04/13/2020,49,Layoff Temporary
6797,"Embassy Suites Employer LLC DBA Embassy Suites by Hilton -
Mandalay Beach - Hotel & Resort",Ventura County,04/03/2020,03/20/2020,118,Layoff Temporary
6798,PVH Corp - Camarillo Premium Outlets,Ventura County,04/06/2020,04/13/2020,136,Layoff Temporary
6799,Total Health Dental Care,Alameda County,03/27/2020,03/25/2020,63,Layoff Temporary
6800,CarMax Fremont,Alameda County,04/08/2020,04/08/2020,151,Layoff Temporary
6801,CarMax Pleasanton,Alameda County,04/08/2020,04/08/2020,168,Layoff Temporary
6802,Wyndham Vacation Ownership-Angel's Camp,Calaveras County,03/31/2020,03/26/2020,38,Layoff Temporary
6803,CarMax Pleasant Hill,Contra Costa County,04/08/2020,04/08/2020,34,Layoff Temporary
6804,"Milano Restaurants International-Me-N- Ed&rsquo;s Pizzerias Inc dba Me-
N-
Ed&rsquo;s Pizzerias",Fresno County,04/07/2020,03/18/2020,1,Layoff Temporary
6805,CarMax Fresno,Fresno County,04/08/2020,04/08/2020,208,Layoff Temporary
6806,"Lazy Dog Restaurant, LLC",Fresno County,04/06/2020,03/17/2020,116,Layoff Temporary
6807,"Morphe,LLC",Fresno County,04/09/2020,04/02/2020,15,Layoff Temporary
6808,"Milano Restaurants International-Sienacorp dba Me-N-Ed&rsquo;s Coney
Island",Kern County,03/23/2020,03/17/2020,1,Layoff Temporary
6809,"Golden State Drilling, Inc",Kern County,04/08/2020,04/06/2020,130,Layoff Unknown at this time
6810,"Suit Supply (USA), Inc",Los Angeles County,03/26/2020,03/29/2020,29,Layoff Temporary
6811,Rock-Ola Manufacturing Company LLC,Los Angeles County,03/24/2020,03/20/2020,23,Closure Temporary
6812,Benihana Downey Corp.,Los Angeles County,03/25/2020,03/16/2020,97,Closure Temporary
6813,Benihana Marina Corp.,Los Angeles County,03/25/2020,03/16/2020,65,Closure Temporary
6814,Benihana Santa Anita Corp.,Los Angeles County,03/25/2020,03/16/2020,60,Closure Temporary
6815,CarMax San Gabriel Valley/Duarte,Los Angeles County,04/08/2020,04/08/2020,217,Layoff Temporary
6816,CarMax Palmdale,Los Angeles County,04/08/2020,04/08/2020,207,Layoff Temporary
6817,Hotel Marina del Rey,Los Angeles County,04/08/2020,04/09/2020,68,Layoff Temporary
6818,Forest Lawn Memorial-Park Association and Mortuary,Los Angeles County,04/09/2020,04/11/2020,87,Layoff Temporary
6819,"Simply Fresh Food, Inc.",Los Angeles County,04/06/2020,04/17/2020,168,Layoff Permanent
6820,Genius Management LLC - Melrose Genius Store,Los Angeles County,04/07/2020,04/07/2020,54,Layoff Permanent
6821,Genius Management LLC,Los Angeles County,04/07/2020,04/07/2020,87,Layoff Permanent
6822,Hillcrest Country Club,Los Angeles County,04/08/2020,04/01/2020,145,Layoff Temporary
6823,"Second Sight Medical Products, Inc.",Los Angeles County,04/08/2020,03/31/2020,101,Closure Permanent
6824,CarMax Canoga Park,Los Angeles County,04/08/2020,04/08/2020,22,Layoff Temporary
6825,CarMax LAX,Los Angeles County,04/08/2020,04/08/2020,121,Layoff Temporary
6826,"KPWR Radio, LLC",Los Angeles County,04/08/2020,03/16/2020,73,Layoff Temporary
6827,Laguna Clay Company,Los Angeles County,04/01/2020,04/06/2020,80,Layoff Permanent
6828,"True Religion Apparel, Inc. -Guru Denim, LLC",Los Angeles County,03/31/2020,04/02/2020,112,Layoff Temporary
